fold,time,best_epoch,best_accuracy,best_validation_f1,best_test_f1
1,96.67939885531598,613,0.8502073216286887,0.8566121341652624,0.8500757722594021
2,271.52435886462905,1838,0.8632055425288947,0.8618679520561041,0.8516443836983234
3,259.64864169076407,1689,0.8503529248653339,0.8545491044171041,0.843230782208719
4,207.91250536362907,1319,0.8522523524743613,0.8568134008934936,0.8572379750214809
5,124.48561664879475,824,0.8457498737495508,0.8569675032108082,0.8459535897376331
