fold, time, best_epoch, best_accuracy, best_validation_f1, best_test_f1
1,136.58730959892273,153,0.977205153617443,0.97720816430699,0.9789907307883289
2,200.59100532531738,251,0.9876053544868617,0.987629269163181,0.9825429125644042
3,157.1251575946808,184,0.9821517104610809,0.982185229016524,0.9801676591603499
4,166.6596324443817,200,0.9766749379652605,0.9766917776900145,0.9785699429959112
5,145.57849097251892,174,0.9870839542970691,0.9870905736409014,0.9813543817030603
