fold, time, best_epoch, best_accuracy, best_validation_f1, best_test_f1
1,2143.782006263733,695,0.9840097156158284,0.9840123915954984,0.9825857119569318
2,1294.7571060657501,397,0.9827952636372836,0.9828098543154884,0.9808911142089037
3,1702.0619645118713,538,0.9857301892521,0.9857356961296453,0.9821090817236998
4,2004.303683757782,646,0.9870458455621901,0.9870472814269238,0.9837263300190427
5,1401.5215275287628,435,0.9841093117408907,0.9841063120860729,0.9822616035368604
