fold, time, best_epoch, best_accuracy, best_validation_f1, best_test_f1
1,895.9431464672089,263,0.9621668099742047,0.9619156057663938,0.9637599561579686
2,631.2637453079224,173,0.9606782993364463,0.9601206316676563,0.9634787356949945
3,912.03080534935,274,0.9627626889517021,0.9620189603933026,0.9625821448881179
4,710.0301592350006,200,0.9642242439144333,0.9638280532019992,0.9627417431072408
5,676.4168949127197,189,0.9612736660929432,0.9612558103169448,0.9626615044677552
