fold, time, best_epoch, best_accuracy, best_validation_f1, best_test_f1
1,1107.522402048111,155,0.9822678488100793,0.9822433994401247,0.9854094179312731
2,1256.2470631599426,183,0.9888007466168922,0.9888177568078073,0.9891719287049382
3,755.6460256576538,89,0.9939280709948622,0.99392893664832,0.9910334578058212
4,1306.1899240016937,192,0.9925233644859813,0.9925173311273955,0.9921527771907391
5,591.4579093456268,58,0.9901869158878505,0.9901670459097438,0.98504921605538
