fold,time,best_epoch,best_accuracy,best_validation_f1,best_test_f1
1,2626.631167633999,1595,0.9181338250790306,0.9202642076333101,0.9181410286869248
2,2319.070799458208,1433,0.914460902481447,0.9229258549221002,0.9279786980150773
3,3246.9951866322476,1944,0.9123593244478637,0.9164348586383438,0.907428340286989
4,2425.0598577908604,1498,0.9267918123546284,0.9281809032090028,0.9082741908813357
5,2774.2309193996034,1732,0.8903716146010563,0.9075388967455635,0.8963073547550026
