fold, time, best_epoch, best_accuracy, best_validation_f1, best_test_f1
1,206.44085454940796,169,0.9849658314350798,0.9849447830977104,0.9817173816838798
2,363.77307963371277,333,0.987693710118505,0.9876964458081754,0.9853871066991591
3,259.80625009536743,224,0.9863138686131386,0.9862992332243121,0.9824570474660926
4,493.00234174728394,473,0.9876824817518248,0.9876632587080143,0.9853940323295662
5,187.81110668182373,146,0.9799086757990868,0.9798993206570835,0.9809922113441704
