fold, time, best_epoch, best_accuracy, best_validation_f1, best_test_f1
1,2947.948758125305,156,0.9884627062038255,0.9884658790100945,0.9879396377248985
2,3126.722419023514,168,0.9864386195729177,0.9864376789874721,0.985757765075499
3,5789.730424165726,356,0.989879566845461,0.9898826930624568,0.9856746431220448
4,3068.589506626129,164,0.9847181459366461,0.9847367443127267,0.9835601608583467
5,2867.6889584064484,150,0.9870445344129555,0.9870464942190993,0.9866406777533948
