fold, time, best_epoch, best_accuracy, best_validation_f1, best_test_f1
1,7749.577274084091,784,0.9154572550767431,0.9162666561976817,0.9155607934170149
2,6829.31951713562,685,0.9128315132605305,0.9137513637318628,0.9116479444267405
3,8472.868966341019,862,0.9141360673092996,0.9147752802546618,0.9116570355435877
4,7900.711166858673,801,0.9144306054780016,0.9151444424032323,0.9136471451643319
5,7251.096993923187,730,0.9117507732605121,0.9126541545805158,0.9110411310047969
