fold, time, best_epoch, best_accuracy, best_validation_f1, best_test_f1
1,301.72334480285645,189,0.9906672888474102,0.9906511421503089,0.991775404017363
2,241.5824375152588,141,0.9920671955202987,0.9920581209862247,0.9910204818451777
3,369.88679933547974,245,0.9929939280709948,0.9929879507532536,0.9936450325966848
4,269.66520166397095,164,0.994392523364486,0.994390162212486,0.991779658351207
5,251.19671654701233,149,0.9883177570093458,0.9883601784813445,0.9906561885245221
