fold, time, best_epoch, best_accuracy, best_validation_f1, best_test_f1
1,72272.36841368675,369,0.9376862865260871,0.9379261797291868,0.9369426651083006
2,98603.13960433006,522,0.9372074882995319,0.9374915518724846,0.9364988755228363
3,86552.13727259636,452,0.9397670919930907,0.9399627022693156,0.9387791932132555
4,104585.17528009415,560,0.9369166039733623,0.9371534048647097,0.9334671780293264
5,74100.9317457676,380,0.9401733218156992,0.9403409043034575,0.9365933249474939
