fold, time, best_epoch, best_accuracy, best_validation_f1, best_test_f1
1,331.9487009048462,491,0.9626423690205012,0.9625709655207098,0.9635304300266812
2,406.81044721603394,614,0.9721969006381039,0.9722027589371951,0.965681636177846
3,167.43720149993896,222,0.9639598540145985,0.9639842556121555,0.9612679409826718
4,374.4914901256561,557,0.9616788321167883,0.9616788653626159,0.968928988523229
5,315.9364733695984,462,0.9643835616438357,0.9643793871220183,0.9649249238221331
