fold, time, best_epoch, best_accuracy, best_validation_f1, best_test_f1
1,7163.594389438629,296,0.9325378614043139,0.9324227569920435,0.9242452152443394
2,3974.8913884162903,141,0.9267676767676768,0.9262011485860776,0.9286977649288776
3,7616.74765753746,318,0.9301631059039742,0.9296407688676649,0.9186305327783569
4,5636.036145448685,222,0.9239080459770115,0.9231652007829518,0.9236914332603284
5,5664.663276195526,222,0.920883164673413,0.9201357329579158,0.9237260783454095
