fold, time, best_epoch, best_accuracy, best_validation_f1, best_test_f1
1,2288.854511499405,350,0.8814683768244139,0.8812052074092694,0.8811475299041039
2,2123.1393718719482,318,0.8827822625234988,0.8825549604593991,0.8780508015264497
3,2561.120220899582,391,0.8860871488608715,0.886134310004234,0.881426112166157
4,2557.721136569977,397,0.8920473398960292,0.8921291814010116,0.8882985981690996
5,2865.6530754566193,452,0.89315341223316,0.8929266020317661,0.8868522322355624
