fold, time, best_epoch, best_accuracy, best_validation_f1, best_test_f1
1,884.205607175827,247,0.91187527642636,0.9117860131834015,0.9102472641104079
2,866.9184532165527,241,0.9124184452062368,0.9123799855552035,0.9068687521147629
3,543.7669632434845,132,0.9129617341296173,0.912944109257361,0.9049280249255467
4,837.1101224422455,232,0.9121778564318106,0.912178796251468,0.9055911008393115
5,698.6145577430725,184,0.9146112155734986,0.9144822682376383,0.9098934643457965
