fold, time, best_epoch, best_accuracy, best_validation_f1, best_test_f1
1,405.90046215057373,101,0.9906672888474102,0.9906370700117259,0.99439644858539
2,651.5476336479187,194,0.9925338310779281,0.992539312909304,0.9921437569005283
3,577.7205805778503,166,0.9957963568425969,0.995795140173136,0.9910175517247293
4,430.3811197280884,110,0.9967289719626168,0.996726611893716,0.9951401501155236
5,588.7077331542969,170,0.9939252336448599,0.9939275515096849,0.9943900860897003
