fold, time, best_epoch, best_accuracy, best_validation_f1, best_test_f1
1,13310.814776659012,85,0.9070353361398138,0.9075677366339744,0.9073313137509027
2,21127.858015060425,166,0.915034764304395,0.9153493504643443,0.9110517884992241
3,18485.233567237854,138,0.9055273817497528,0.905859047619352,0.9043323799181173
4,17914.38358449936,132,0.9051355661881978,0.9054277775001041,0.9063808384627704
5,21880.414753437042,174,0.9115470494417863,0.9117312429684878,0.9117679719966623
