fold, time, best_epoch, best_accuracy, best_validation_f1, best_test_f1
1,23223.255225419998,444,0.9233404830218112,0.9239188428103511,0.9223358571119771
2,45861.78922200203,928,0.9287385781145532,0.9290574135662798,0.9284503335885639
3,26570.939115285873,516,0.9267844207945618,0.9270978028068595,0.9234085820604014
4,41800.64130425453,841,0.9233469865418373,0.9237552251378813,0.9216892477711272
5,35112.86529612541,698,0.9258784518070611,0.9263761094170974,0.9226446855556968
