fold, time, best_epoch, best_accuracy, best_validation_f1, best_test_f1
1,778.5846745967865,133,0.9864675688287448,0.9864568228134089,0.9858070241087847
2,1371.620456457138,275,0.9883341110592627,0.9883340319428081,0.9820376115126699
3,1418.702231645584,286,0.9920597851471276,0.992061391128526,0.9883995329353047
4,911.1019604206085,165,0.9920560747663552,0.9920427012433753,0.9884046094751366
5,913.5864465236664,165,0.9822429906542056,0.9821850144323704,0.987272840912884
