fold, time, best_epoch, best_accuracy, best_validation_f1, best_test_f1
1,1943.4945721626282,110,0.9594341859178674,0.959473115340501,0.9591738898583443
2,2429.9565629959106,151,0.9581928345626975,0.9582269802753508,0.9600063099975422
3,1723.1100356578827,92,0.9602476290832456,0.960270266504019,0.9586232258721236
4,2997.8004364967346,199,0.9604573355462472,0.9604716617625374,0.9590363698018127
5,2512.8233897686005,158,0.9587438748089995,0.9587818718948049,0.9592217131667982
