fold, time, best_epoch, best_accuracy, best_validation_f1, best_test_f1
1,8186.776471376419,297,0.909000442282176,0.9089738136181407,0.9061657525978617
2,8663.043647050858,317,0.8750414685392016,0.8749736431793423,0.8720985836312197
3,7749.007766962051,278,0.904888299048883,0.9048277238295079,0.8982560166180181
4,6466.79411649704,224,0.9004534896582237,0.9004361662862596,0.8912574901309416
5,3746.4255011081696,107,0.904767171773034,0.9047756198083038,0.8974184604658798
