fold,time,best_epoch,best_accuracy,best_validation_f1,best_test_f1
1,1921.0651510515445,1993,0.8433849608328442,0.8434860672834236,0.8442294857348795
2,1578.4833892731187,1656,0.854788095577988,0.8499289590392387,0.8487048693887514
3,1683.312243273026,1842,0.84009778473159,0.8418887407403419,0.8426872436545259
4,1567.6968565627462,1708,0.834311235624852,0.8440437496153235,0.8315417867581139
5,1879.8653443816643,1942,0.851581572606378,0.8446689565362593,0.8461270757091112
